thingId;G;F;D
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.98;0.98;1.0
33688;0.7;1.0;0.7
33689;0.7;1.0;0.7
33690;0.82;1.0;0.82
33691;0.33;1.0;0.33
33692;0.91;1.0;0.91
33693;0.8;1.0;0.8
33694;0.87;1.0;0.87
33695;0.82;1.0;0.82
33696;0.33;1.0;0.33
33697;0.8;1.0;0.8
33698;0.8;1.0;0.8
33699;0.83;1.0;0.83
33700;0.92;1.0;0.92
33701;0.76;1.0;0.76
33702;1.0;1.0;1.0
33703;0.86;1.0;0.86
33704;0.89;1.0;0.89
33705;0.82;1.0;0.82
33706;0.87;1.0;0.87
33707;0.77;1.0;0.77
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.79;1.0;0.79
33689;0.81;1.0;0.81
33690;0.87;1.0;0.87
33691;0.33;1.0;0.33
33692;0.94;1.0;0.94
33693;0.87;1.0;0.87
33694;0.93;1.0;0.93
33695;0.85;1.0;0.85
33696;0.33;1.0;0.33
33697;0.86;1.0;0.86
33698;0.87;1.0;0.87
33699;0.89;1.0;0.89
33700;0.94;1.0;0.94
33701;0.82;1.0;0.82
33702;1.0;1.0;1.0
33703;0.92;1.0;0.92
33704;0.94;1.0;0.94
33705;0.88;1.0;0.88
33706;0.92;1.0;0.92
33707;0.83;1.0;0.83
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.82;1.0;0.82
33689;0.85;1.0;0.85
33690;0.91;1.0;0.91
33691;0.33;1.0;0.33
33692;0.95;1.0;0.95
33693;0.9;1.0;0.9
33694;0.95;1.0;0.95
33695;0.87;1.0;0.87
33696;0.33;1.0;0.33
33697;0.89;1.0;0.89
33698;0.92;1.0;0.92
33699;0.91;1.0;0.91
33700;0.95;1.0;0.95
33701;0.86;1.0;0.86
33702;1.0;1.0;1.0
33703;0.95;1.0;0.95
33704;0.95;1.0;0.95
33705;0.9;1.0;0.9
33706;0.94;1.0;0.94
33707;0.88;1.0;0.88
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.86;1.0;0.86
33689;0.88;1.0;0.88
33690;0.92;1.0;0.92
33691;0.33;1.0;0.33
33692;0.95;1.0;0.95
33693;0.92;1.0;0.92
33694;0.96;1.0;0.96
33695;0.91;1.0;0.91
33696;0.33;1.0;0.33
33697;0.91;1.0;0.91
33698;0.93;1.0;0.93
33699;0.94;1.0;0.94
33700;0.97;1.0;0.97
33701;0.87;1.0;0.87
33702;1.0;1.0;1.0
33703;0.96;1.0;0.96
33704;0.96;1.0;0.96
33705;0.92;1.0;0.92
33706;0.96;1.0;0.96
33707;0.9;1.0;0.9
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;1.0;1.0;1.0
33688;0.9;1.0;0.9
33689;0.91;1.0;0.91
33690;0.93;1.0;0.93
33691;0.33;1.0;0.33
33692;0.96;1.0;0.96
33693;0.94;1.0;0.94
33694;0.96;1.0;0.96
33695;0.92;1.0;0.92
33696;0.33;1.0;0.33
33697;0.93;1.0;0.93
33698;0.95;1.0;0.95
33699;0.95;1.0;0.95
33700;0.97;1.0;0.97
33701;0.88;1.0;0.88
33702;1.0;1.0;1.0
33703;0.97;1.0;0.97
33704;0.97;1.0;0.97
33705;0.94;1.0;0.94
33706;0.96;1.0;0.96
33707;0.92;1.0;0.92
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.91;1.0;0.91
33689;0.93;1.0;0.93
33690;0.94;1.0;0.94
33691;0.33;1.0;0.33
33692;0.97;1.0;0.97
33693;0.95;1.0;0.95
33694;0.97;1.0;0.97
33695;0.93;1.0;0.93
33696;0.33;1.0;0.33
33697;0.94;1.0;0.94
33698;0.96;1.0;0.96
33699;0.95;1.0;0.95
33700;0.98;1.0;0.98
33701;0.9;1.0;0.9
33702;1.0;1.0;1.0
33703;0.97;1.0;0.97
33704;0.97;1.0;0.97
33705;0.94;1.0;0.94
33706;0.97;1.0;0.97
33707;0.93;1.0;0.93
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.92;1.0;0.92
33689;0.94;1.0;0.94
33690;0.95;1.0;0.95
33691;0.33;1.0;0.33
33692;0.97;1.0;0.97
33693;0.95;1.0;0.95
33694;0.98;1.0;0.98
33695;0.94;1.0;0.94
33696;0.33;1.0;0.33
33697;0.95;1.0;0.95
33698;0.97;1.0;0.97
33699;0.96;1.0;0.96
33700;0.98;1.0;0.98
33701;0.91;1.0;0.91
33702;1.0;1.0;1.0
33703;0.98;1.0;0.98
33704;0.97;1.0;0.97
33705;0.95;1.0;0.95
33706;0.97;1.0;0.97
33707;0.94;1.0;0.94
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.93;1.0;0.93
33689;0.94;1.0;0.94
33690;0.95;1.0;0.95
33691;0.33;1.0;0.33
33692;0.98;1.0;0.98
33693;0.96;1.0;0.96
33694;0.98;1.0;0.98
33695;0.95;1.0;0.95
33696;0.33;1.0;0.33
33697;0.95;1.0;0.95
33698;0.97;1.0;0.97
33699;0.96;1.0;0.96
33700;0.98;1.0;0.98
33701;0.92;1.0;0.92
33702;1.0;1.0;1.0
33703;0.98;1.0;0.98
33704;0.98;1.0;0.98
33705;0.96;1.0;0.96
33706;0.98;1.0;0.98
33707;0.94;1.0;0.94
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33688;0.93;1.0;0.93
33689;0.95;1.0;0.95
33690;0.96;1.0;0.96
33691;0.33;1.0;0.33
33692;0.98;1.0;0.98
33693;0.96;1.0;0.96
33694;0.98;1.0;0.98
33695;0.96;1.0;0.96
33696;0.33;1.0;0.33
33697;0.96;1.0;0.96
33698;0.98;1.0;0.98
33699;0.96;1.0;0.96
33700;0.98;1.0;0.98
33701;0.93;1.0;0.93
33702;1.0;1.0;1.0
33703;0.98;1.0;0.98
33704;0.98;1.0;0.98
33705;0.96;1.0;0.96
33706;0.98;1.0;0.98
33707;0.95;1.0;0.95
33708;1.0;1.0;1.0
33709;1.0;1.0;1.0
33710;1.0;1.0;1.0
33711;1.0;1.0;1.0
33712;1.0;1.0;1.0
33713;1.0;1.0;1.0
33714;1.0;1.0;1.0
33715;1.0;1.0;1.0
33716;1.0;1.0;1.0
33717;1.0;1.0;1.0
33718;1.0;1.0;1.0
33719;1.0;1.0;1.0
33720;1.0;1.0;1.0
33721;1.0;1.0;1.0
33722;1.0;1.0;1.0
33723;1.0;1.0;1.0
33724;1.0;1.0;1.0
33725;1.0;1.0;1.0
33726;1.0;1.0;1.0
33727;1.0;1.0;1.0
33728;1.0;1.0;1.0
33729;1.0;1.0;1.0
33730;1.0;1.0;1.0
33731;1.0;1.0;1.0
33732;1.0;1.0;1.0
33733;1.0;1.0;1.0
33734;1.0;1.0;1.0
33735;1.0;1.0;1.0
33736;1.0;1.0;1.0
33737;0.99;0.99;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.5;1.0;0.5
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.62;1.0;0.62
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.75;1.0;0.75
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.82;1.0;0.82
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.86;1.0;0.86
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.89;1.0;0.89
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.9;1.0;0.9
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.91;1.0;0.91
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.92;1.0;0.92
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
33766;1.0;1.0;1.0
33767;1.0;1.0;1.0
33768;1.0;1.0;1.0
33769;1.0;1.0;1.0
33770;1.0;1.0;1.0
33771;1.0;1.0;1.0
33772;1.0;1.0;1.0
33773;1.0;1.0;1.0
33774;1.0;1.0;1.0
33775;1.0;1.0;1.0
33776;1.0;1.0;1.0
33777;1.0;1.0;1.0
33778;1.0;1.0;1.0
33779;1.0;1.0;1.0
33780;1.0;1.0;1.0
33781;1.0;1.0;1.0
33782;1.0;1.0;1.0
33783;1.0;1.0;1.0
33784;1.0;1.0;1.0
33785;1.0;1.0;1.0
33786;1.0;1.0;1.0
33787;1.0;1.0;1.0
33738;0.29;1.0;0.29
33739;0.33;1.0;0.33
33740;0.0;1.0;0.0
33741;0.33;1.0;0.33
33742;0.25;1.0;0.25
33743;0.33;1.0;0.33
33744;0.25;1.0;0.25
33745;0.0;1.0;0.0
33746;0.0;1.0;0.0
33747;0.0;1.0;0.0
33748;1.0;1.0;1.0
33749;0.2;1.0;0.2
33750;0.93;1.0;0.93
33751;0.4;1.0;0.4
33752;0.2;1.0;0.2
33753;0.0;1.0;0.0
33754;0.4;1.0;0.4
33755;0.2;1.0;0.2
33756;0.33;1.0;0.33
33757;0.4;1.0;0.4
33758;1.0;1.0;1.0
33759;1.0;1.0;1.0
33760;1.0;1.0;1.0
33761;1.0;1.0;1.0
33762;1.0;1.0;1.0
33763;1.0;1.0;1.0
33764;1.0;1.0;1.0
33765;1.0;1.0;1.0
