thingId;G;F;D
28967;0.47;0.47;1.0
28968;0.46;0.46;1.0
28969;0.47;0.47;1.0
28970;0.45;0.45;1.0
28971;0.47;0.47;1.0
28972;0.46;0.46;1.0
28973;0.46;0.46;1.0
28974;0.46;0.46;1.0
28975;0.45;0.45;1.0
28976;0.47;0.47;1.0
28977;0.45;0.45;1.0
28978;0.47;0.47;1.0
28979;0.45;0.45;1.0
28980;0.45;0.45;1.0
28981;0.46;0.46;1.0
28982;0.46;0.46;1.0
28983;0.47;0.47;1.0
28984;0.46;0.46;1.0
28985;0.45;0.45;1.0
28986;0.45;0.45;1.0
28987;0.46;0.46;1.0
28938;0.9;0.9;1.0
28939;0.9;0.9;1.0
28940;0.9;0.9;1.0
28941;0.9;0.9;1.0
28942;0.9;0.9;1.0
28943;0.46;0.46;1.0
28944;0.46;0.46;1.0
28945;0.46;0.46;1.0
28946;0.45;0.45;1.0
28947;0.45;0.45;1.0
28948;0.46;0.46;1.0
28949;0.45;0.45;1.0
28950;0.46;0.46;1.0
28951;0.46;0.46;1.0
28952;0.46;0.46;0.99
28953;0.45;0.45;1.0
28954;0.47;0.47;1.0
28955;0.46;0.46;1.0
28956;0.45;0.45;1.0
28957;0.46;0.46;1.0
28958;0.9;0.9;1.0
28959;0.9;0.9;1.0
28960;0.9;0.9;1.0
28961;0.9;0.9;1.0
28962;0.9;0.9;1.0
28963;0.9;0.9;1.0
28964;0.9;0.9;1.0
28965;0.47;0.47;1.0
28966;0.47;0.47;1.0
28967;0.46;0.46;1.0
28968;0.46;0.46;1.0
28969;0.46;0.46;1.0
28970;0.46;0.46;1.0
28971;0.46;0.46;1.0
28972;0.46;0.46;1.0
28973;0.46;0.46;1.0
28974;0.46;0.46;1.0
28975;0.46;0.46;1.0
28976;0.47;0.47;1.0
28977;0.46;0.46;1.0
28978;0.46;0.46;1.0
28979;0.45;0.45;1.0
28980;0.45;0.45;1.0
28981;0.45;0.45;1.0
28982;0.46;0.46;1.0
28983;0.47;0.47;1.0
28984;0.46;0.46;1.0
28985;0.45;0.45;1.0
28986;0.45;0.45;1.0
28987;0.46;0.46;1.0
28988;0.64;0.93;0.69
28989;0.58;0.94;0.62
28990;0.48;0.95;0.5
28991;0.69;0.93;0.75
28992;0.78;0.92;0.85
28993;0.27;0.39;0.7
28994;0.19;0.56;0.33
28995;0.32;0.45;0.71
28996;0.39;0.45;0.87
28997;0.38;0.54;0.71
28998;0.46;0.58;0.8
28999;0.4;0.51;0.8
29000;0.28;0.31;0.92
29001;0.22;0.3;0.75
29002;0.39;0.55;0.7
29003;0.34;0.47;0.72
29004;0.34;0.41;0.82
29005;0.34;0.45;0.77
29006;0.45;0.55;0.83
29007;0.34;0.44;0.78
29008;0.92;0.92;1.0
29009;0.93;0.93;1.0
29010;0.93;0.93;1.0
29011;0.91;0.91;1.0
29012;0.93;0.93;1.0
29013;0.92;0.92;1.0
29014;0.91;0.91;1.0
29015;0.45;0.45;1.0
29016;0.43;0.43;1.0
29017;0.43;0.43;1.0
29018;0.42;0.42;1.0
29019;0.55;0.55;1.0
29020;0.53;0.53;1.0
29021;0.54;0.54;1.0
29022;0.49;0.49;1.0
29023;0.52;0.52;1.0
29024;0.4;0.4;1.0
29025;0.41;0.41;1.0
29026;0.46;0.46;1.0
29027;0.48;0.48;1.0
29028;0.54;0.54;1.0
29029;0.56;0.56;1.0
29030;0.44;0.44;1.0
29031;0.43;0.43;1.0
29032;0.39;0.39;1.0
29033;0.52;0.52;1.0
29034;0.5;0.5;1.0
29035;0.4;0.4;1.0
29036;0.54;0.54;1.0
29037;0.44;0.44;1.0
28988;0.82;0.91;0.9
28989;0.73;0.92;0.79
28990;0.8;0.91;0.88
28991;0.79;0.91;0.87
28992;0.81;0.91;0.89
28993;0.42;0.47;0.89
28994;0.19;0.56;0.33
28995;0.4;0.5;0.81
28996;0.45;0.48;0.93
28997;0.43;0.47;0.91
28998;0.44;0.49;0.91
28999;0.44;0.48;0.92
29000;0.36;0.39;0.93
29001;0.42;0.44;0.95
29002;0.43;0.47;0.91
29003;0.39;0.43;0.9
29004;0.4;0.43;0.93
29005;0.45;0.5;0.9
29006;0.48;0.51;0.95
29007;0.35;0.42;0.84
29008;0.91;0.91;1.0
29009;0.91;0.91;1.0
29010;0.91;0.91;1.0
29011;0.91;0.91;1.0
29012;0.91;0.91;1.0
29013;0.91;0.91;1.0
29014;0.91;0.91;1.0
29015;0.43;0.43;1.0
29016;0.53;0.53;1.0
29017;0.39;0.39;1.0
29018;0.46;0.46;1.0
29019;0.53;0.53;1.0
29020;0.44;0.44;1.0
29021;0.53;0.53;1.0
29022;0.47;0.47;1.0
29023;0.47;0.47;1.0
29024;0.45;0.45;1.0
29025;0.48;0.48;1.0
29026;0.48;0.48;1.0
29027;0.47;0.47;1.0
29028;0.48;0.48;1.0
29029;0.47;0.47;1.0
29030;0.43;0.43;1.0
29031;0.44;0.44;1.0
29032;0.46;0.46;1.0
29033;0.5;0.5;1.0
29034;0.47;0.47;1.0
29035;0.48;0.48;1.0
29036;0.47;0.47;1.0
29037;0.47;0.47;1.0
28988;0.85;0.91;0.94
28989;0.84;0.91;0.93
28990;0.87;0.9;0.96
28991;0.86;0.91;0.95
28992;0.86;0.91;0.95
28993;0.44;0.47;0.94
28994;0.19;0.56;0.33
28995;0.45;0.48;0.92
28996;0.49;0.51;0.96
28997;0.46;0.48;0.95
28998;0.46;0.48;0.96
28999;0.45;0.47;0.96
29000;0.41;0.43;0.96
29001;0.44;0.45;0.97
29002;0.44;0.45;0.97
29003;0.41;0.44;0.93
29004;0.44;0.45;0.96
29005;0.45;0.48;0.94
29006;0.43;0.44;0.97
29007;0.41;0.44;0.93
29008;0.91;0.91;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.91;0.91;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.44;0.44;1.0
29016;0.5;0.5;1.0
29017;0.44;0.44;1.0
29018;0.46;0.46;1.0
29019;0.51;0.51;1.0
29020;0.47;0.47;1.0
29021;0.47;0.47;1.0
29022;0.49;0.49;1.0
29023;0.46;0.46;1.0
29024;0.47;0.47;1.0
29025;0.46;0.46;1.0
29026;0.43;0.43;1.0
29027;0.49;0.49;1.0
29028;0.47;0.47;1.0
29029;0.46;0.46;1.0
29030;0.42;0.42;1.0
29031;0.47;0.47;1.0
29032;0.44;0.44;1.0
29033;0.48;0.48;1.0
29034;0.47;0.47;1.0
29035;0.46;0.46;1.0
29036;0.46;0.46;1.0
29037;0.45;0.45;1.0
28988;0.87;0.9;0.96
28989;0.87;0.9;0.96
28990;0.88;0.9;0.98
28991;0.88;0.9;0.97
28992;0.88;0.9;0.98
28993;0.44;0.45;0.97
28994;0.19;0.56;0.33
28995;0.45;0.47;0.96
28996;0.48;0.49;0.98
28997;0.45;0.46;0.97
28998;0.46;0.47;0.98
28999;0.46;0.47;0.98
29000;0.43;0.44;0.98
29001;0.46;0.47;0.98
29002;0.45;0.46;0.98
29003;0.42;0.44;0.96
29004;0.46;0.47;0.98
29005;0.45;0.47;0.96
29006;0.45;0.46;0.98
29007;0.42;0.44;0.97
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.45;0.45;1.0
29016;0.47;0.47;1.0
29017;0.44;0.44;1.0
29018;0.44;0.44;1.0
29019;0.51;0.51;1.0
29020;0.47;0.47;1.0
29021;0.46;0.46;1.0
29022;0.48;0.48;1.0
29023;0.46;0.46;1.0
29024;0.47;0.47;1.0
29025;0.45;0.45;1.0
29026;0.46;0.46;1.0
29027;0.48;0.48;1.0
29028;0.47;0.47;1.0
29029;0.47;0.47;1.0
29030;0.43;0.43;1.0
29031;0.45;0.45;1.0
29032;0.44;0.44;1.0
29033;0.48;0.48;1.0
29034;0.48;0.48;1.0
29035;0.44;0.44;1.0
29036;0.46;0.46;1.0
29037;0.46;0.46;1.0
28988;0.88;0.9;0.97
28989;0.88;0.9;0.98
28990;0.89;0.9;0.99
28991;0.88;0.9;0.98
28992;0.89;0.9;0.99
28993;0.45;0.46;0.98
28994;0.19;0.56;0.33
28995;0.47;0.48;0.98
28996;0.46;0.47;0.98
28997;0.46;0.47;0.98
28998;0.46;0.47;0.98
28999;0.45;0.46;0.98
29000;0.44;0.45;0.98
29001;0.45;0.46;0.98
29002;0.44;0.45;0.98
29003;0.43;0.44;0.97
29004;0.47;0.47;0.99
29005;0.45;0.46;0.97
29006;0.46;0.47;0.99
29007;0.43;0.43;0.98
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.47;0.47;1.0
29016;0.45;0.45;1.0
29017;0.47;0.47;1.0
29018;0.46;0.46;1.0
29019;0.5;0.5;1.0
29020;0.46;0.46;1.0
29021;0.46;0.46;1.0
29022;0.47;0.47;1.0
29023;0.46;0.46;1.0
29024;0.48;0.48;1.0
29025;0.45;0.45;1.0
29026;0.46;0.46;1.0
29027;0.48;0.48;1.0
29028;0.47;0.47;1.0
29029;0.47;0.47;1.0
29030;0.44;0.44;1.0
29031;0.47;0.47;1.0
29032;0.44;0.44;1.0
29033;0.48;0.48;1.0
29034;0.48;0.48;1.0
29035;0.44;0.44;1.0
29036;0.46;0.46;1.0
29037;0.47;0.47;1.0
28988;0.88;0.9;0.98
28989;0.89;0.9;0.99
28990;0.89;0.9;0.99
28991;0.89;0.9;0.99
28992;0.89;0.9;0.99
28993;0.44;0.45;0.98
28994;0.19;0.56;0.33
28995;0.46;0.47;0.99
28996;0.46;0.47;0.99
28997;0.46;0.47;0.97
28998;0.47;0.47;0.99
28999;0.46;0.46;0.99
29000;0.45;0.45;0.99
29001;0.46;0.47;0.99
29002;0.46;0.46;0.99
29003;0.43;0.44;0.98
29004;0.46;0.47;0.99
29005;0.46;0.47;0.98
29006;0.46;0.46;0.99
29007;0.44;0.44;0.99
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.47;0.47;1.0
29016;0.46;0.46;1.0
29017;0.47;0.47;1.0
29018;0.45;0.45;1.0
29019;0.48;0.48;1.0
29020;0.46;0.46;1.0
29021;0.47;0.47;1.0
29022;0.48;0.48;1.0
29023;0.46;0.46;1.0
29024;0.47;0.47;1.0
29025;0.46;0.46;1.0
29026;0.46;0.46;1.0
29027;0.47;0.47;1.0
29028;0.47;0.47;1.0
29029;0.46;0.46;1.0
29030;0.46;0.46;1.0
29031;0.47;0.47;1.0
29032;0.43;0.43;1.0
29033;0.47;0.47;1.0
29034;0.47;0.47;1.0
29035;0.44;0.44;1.0
29036;0.46;0.46;1.0
29037;0.46;0.46;1.0
28988;0.89;0.9;0.99
28989;0.89;0.9;0.99
28990;0.89;0.9;0.99
28991;0.89;0.9;0.99
28992;0.89;0.9;0.99
28993;0.45;0.45;0.99
28994;0.19;0.56;0.33
28995;0.46;0.47;0.99
28996;0.46;0.46;0.99
28997;0.46;0.47;0.99
28998;0.47;0.48;0.99
28999;0.45;0.45;0.99
29000;0.46;0.46;0.99
29001;0.46;0.47;0.99
29002;0.46;0.46;0.99
29003;0.45;0.45;0.99
29004;0.46;0.47;0.99
29005;0.46;0.47;0.98
29006;0.45;0.45;1.0
29007;0.44;0.44;0.99
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.46;0.46;1.0
29016;0.46;0.46;1.0
29017;0.47;0.47;1.0
29018;0.45;0.45;1.0
29019;0.47;0.47;1.0
29020;0.45;0.45;1.0
29021;0.46;0.46;1.0
29022;0.48;0.48;1.0
29023;0.47;0.47;1.0
29024;0.47;0.47;1.0
29025;0.46;0.46;1.0
29026;0.47;0.47;1.0
29027;0.47;0.47;1.0
29028;0.47;0.47;1.0
29029;0.46;0.46;1.0
29030;0.46;0.46;1.0
29031;0.47;0.47;1.0
29032;0.44;0.44;1.0
29033;0.46;0.46;1.0
29034;0.48;0.48;1.0
29035;0.46;0.46;1.0
29036;0.45;0.45;1.0
29037;0.46;0.46;1.0
28988;0.89;0.9;0.99
28989;0.89;0.9;0.99
28990;0.89;0.9;0.99
28991;0.89;0.9;0.99
28992;0.89;0.9;0.99
28993;0.45;0.45;0.99
28994;0.19;0.56;0.33
28995;0.46;0.47;0.99
28996;0.46;0.46;1.0
28997;0.46;0.47;0.99
28998;0.46;0.47;0.99
28999;0.45;0.45;0.99
29000;0.45;0.45;0.99
29001;0.46;0.47;0.99
29002;0.46;0.46;0.99
29003;0.45;0.45;0.99
29004;0.47;0.47;1.0
29005;0.46;0.46;0.99
29006;0.46;0.46;1.0
29007;0.45;0.45;0.99
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.46;0.46;1.0
29016;0.46;0.46;1.0
29017;0.47;0.47;1.0
29018;0.45;0.45;1.0
29019;0.47;0.47;1.0
29020;0.45;0.45;1.0
29021;0.46;0.46;1.0
29022;0.47;0.47;1.0
29023;0.47;0.47;1.0
29024;0.47;0.47;1.0
29025;0.46;0.46;1.0
29026;0.46;0.46;1.0
29027;0.47;0.47;1.0
29028;0.47;0.47;1.0
29029;0.46;0.46;1.0
29030;0.45;0.45;1.0
29031;0.47;0.47;1.0
29032;0.44;0.44;1.0
29033;0.46;0.46;1.0
29034;0.48;0.48;1.0
29035;0.46;0.46;1.0
29036;0.45;0.45;1.0
29037;0.46;0.46;1.0
28988;0.89;0.9;0.99
28989;0.9;0.9;1.0
28990;0.9;0.9;1.0
28991;0.9;0.9;1.0
28992;0.9;0.9;1.0
28993;0.46;0.46;0.99
28994;0.19;0.56;0.33
28995;0.46;0.47;0.99
28996;0.46;0.46;1.0
28997;0.46;0.46;0.99
28998;0.46;0.47;0.99
28999;0.46;0.46;1.0
29000;0.45;0.45;1.0
29001;0.45;0.45;0.99
29002;0.46;0.46;1.0
29003;0.45;0.45;0.99
29004;0.47;0.47;1.0
29005;0.46;0.46;0.99
29006;0.45;0.45;1.0
29007;0.45;0.45;0.99
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.46;0.46;1.0
29016;0.46;0.46;1.0
29017;0.46;0.46;1.0
29018;0.45;0.45;1.0
29019;0.46;0.46;1.0
29020;0.45;0.45;1.0
29021;0.46;0.46;1.0
29022;0.48;0.48;1.0
29023;0.47;0.47;1.0
29024;0.46;0.46;1.0
29025;0.46;0.46;1.0
29026;0.46;0.46;1.0
29027;0.47;0.47;1.0
29028;0.47;0.47;1.0
29029;0.46;0.46;1.0
29030;0.45;0.45;1.0
29031;0.47;0.47;1.0
29032;0.44;0.44;1.0
29033;0.46;0.46;1.0
29034;0.47;0.47;1.0
29035;0.46;0.46;1.0
29036;0.45;0.45;1.0
29037;0.46;0.46;1.0
28988;0.89;0.9;0.99
28989;0.9;0.9;1.0
28990;0.9;0.9;1.0
28991;0.9;0.9;1.0
28992;0.9;0.9;1.0
28993;0.45;0.45;1.0
28994;0.19;0.56;0.33
28995;0.47;0.47;1.0
28996;0.46;0.46;1.0
28997;0.46;0.47;0.99
28998;0.46;0.46;1.0
28999;0.46;0.46;1.0
29000;0.45;0.45;1.0
29001;0.46;0.46;1.0
29002;0.46;0.46;1.0
29003;0.46;0.46;0.99
29004;0.46;0.46;1.0
29005;0.46;0.46;0.99
29006;0.45;0.45;1.0
29007;0.46;0.46;1.0
29008;0.9;0.9;1.0
29009;0.9;0.9;1.0
29010;0.9;0.9;1.0
29011;0.9;0.9;1.0
29012;0.9;0.9;1.0
29013;0.9;0.9;1.0
29014;0.9;0.9;1.0
29015;0.46;0.46;1.0
29016;0.45;0.45;1.0
29017;0.46;0.46;1.0
29018;0.45;0.45;1.0
29019;0.46;0.46;1.0
29020;0.46;0.46;1.0
29021;0.46;0.46;1.0
29022;0.47;0.47;1.0
29023;0.47;0.47;1.0
29024;0.46;0.46;1.0
29025;0.45;0.45;1.0
29026;0.46;0.46;1.0
29027;0.47;0.47;1.0
29028;0.46;0.46;1.0
29029;0.46;0.46;1.0
29030;0.45;0.45;1.0
29031;0.46;0.46;1.0
29032;0.44;0.44;1.0
29033;0.46;0.46;1.0
29034;0.47;0.47;1.0
29035;0.46;0.46;1.0
29036;0.45;0.45;1.0
29037;0.45;0.45;1.0
29038;0.66;0.93;0.71
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.63;0.93;0.67
29042;0.64;0.93;0.69
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.93;0.93;1.0
29059;0.92;0.92;1.0
29060;0.91;0.91;1.0
29061;0.91;0.91;1.0
29062;0.94;0.94;1.0
29063;0.93;0.93;1.0
29064;0.93;0.93;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.72;0.72;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.61;0.61;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.96;0.96;1.0
29059;0.95;0.95;1.0
29060;0.95;0.95;1.0
29061;0.94;0.94;1.0
29062;0.96;0.96;1.0
29063;0.97;0.97;1.0
29064;0.94;0.94;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.63;0.63;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.97;0.97;1.0
29059;0.96;0.96;1.0
29060;0.96;0.96;1.0
29061;0.95;0.95;1.0
29062;0.97;0.97;1.0
29063;0.97;0.97;1.0
29064;0.94;0.94;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.62;0.62;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.97;0.97;1.0
29059;0.97;0.97;1.0
29060;0.97;0.97;1.0
29061;0.96;0.96;1.0
29062;0.97;0.97;1.0
29063;0.98;0.98;1.0
29064;0.95;0.95;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.61;0.61;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.98;0.98;1.0
29059;0.97;0.97;1.0
29060;0.97;0.97;1.0
29061;0.97;0.97;1.0
29062;0.98;0.98;1.0
29063;0.98;0.98;1.0
29064;0.96;0.96;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.61;0.61;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.98;0.98;1.0
29059;0.98;0.98;1.0
29060;0.98;0.98;1.0
29061;0.97;0.97;1.0
29062;0.98;0.98;1.0
29063;0.98;0.98;1.0
29064;0.96;0.96;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.61;0.61;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
29049;0.23;0.34;0.67
29050;0.27;0.4;0.67
29051;0.33;0.59;0.55
29052;0.41;0.59;0.7
29053;0.34;0.53;0.64
29054;0.31;0.55;0.56
29055;0.28;0.45;0.62
29056;0.39;0.58;0.67
29057;0.43;0.49;0.87
29058;0.98;0.98;1.0
29059;0.98;0.98;1.0
29060;0.98;0.98;1.0
29061;0.97;0.97;1.0
29062;0.98;0.98;1.0
29063;0.98;0.98;1.0
29064;0.97;0.97;1.0
29065;0.32;0.32;1.0
29066;0.44;0.44;1.0
29067;0.45;0.45;1.0
29068;0.53;0.53;1.0
29069;0.43;0.43;1.0
29070;0.57;0.57;1.0
29071;0.48;0.48;1.0
29072;0.56;0.56;1.0
29073;0.55;0.55;1.0
29074;0.56;0.56;1.0
29075;0.5;0.51;0.99
29076;0.59;0.59;1.0
29077;0.44;0.44;1.0
29078;0.53;0.53;1.0
29079;0.25;0.25;1.0
29080;0.47;0.47;1.0
29081;0.51;0.51;1.0
29082;0.4;0.4;1.0
29083;0.48;0.48;1.0
29084;0.58;0.58;1.0
29085;0.56;0.56;1.0
29086;0.46;0.46;1.0
29087;0.52;0.52;1.0
29038;0.4;0.96;0.42
29039;0.58;0.94;0.62
29040;0.38;0.96;0.4
29041;0.48;0.95;0.5
29042;0.46;0.95;0.48
29043;0.31;0.54;0.58
29044;0.22;0.34;0.64
29045;0.31;0.45;0.69
29046;0.22;0.32;0.67
29047;0.31;0.45;0.69
29048;0.41;0.53;0.79
